w,all_sample,one_sample1,one_sample2,50_sample,100_sampe
1.79,797.011281892,624.1793332,417.450965091,1048.39921082,659.868103204
1.792,796.540325625,623.799540548,417.115901311,1047.82887511,659.496397214
1.794,796.069663904,623.420151078,416.78121505,1047.25885229,659.124944352
1.796,795.59929673,623.041164788,416.446906309,1046.68914236,658.75374462
1.798,795.129224102,622.662581679,416.112975087,1046.11974532,658.382798016
1.8,794.659446021,622.28440175,415.779421384,1045.55066118,658.012104541
1.802,794.189962486,621.906625003,415.446245201,1044.98188992,657.641664195
1.804,793.720773497,621.529251437,415.113446536,1044.41343156,657.271476978
1.806,793.251879056,621.152281051,414.781025392,1043.84528608,656.90154289
1.808,792.78327916,620.775713846,414.448981766,1043.2774535,656.53186193
1.81,792.314973811,620.399549823,414.11731566,1042.70993381,656.162434099
1.812,791.846963009,620.02378898,413.786027073,1042.14272701,655.793259398
1.814,791.379246753,619.648431318,413.455116005,1041.5758331,655.424337825
1.816,790.911825043,619.273476836,413.124582456,1041.00925208,655.05566938
1.818,790.44469788,618.898925536,412.794426427,1040.44298395,654.687254065
1.82,789.977865264,618.524777417,412.464647917,1039.87702872,654.319091878
1.822,789.511327193,618.151032478,412.135246927,1039.31138637,653.951182821
1.824,789.04508367,617.77769072,411.806223456,1038.74605692,653.583526892
1.826,788.579134693,617.404752143,411.477577504,1038.18104035,653.216124092
1.828,788.113480262,617.032216748,411.149309071,1037.61633668,652.84897442
1.83,787.648120378,616.660084532,410.821418158,1037.0519459,652.482077878
1.832,787.18305504,616.288355498,410.493904763,1036.48786801,652.115434465
1.834,786.718284249,615.917029645,410.166768889,1035.92410301,651.74904418
1.836,786.253808004,615.546106972,409.840010533,1035.36065091,651.382907024
1.838,785.789626305,615.175587481,409.513629697,1034.79751169,651.017022997
1.84,785.325739154,614.80547117,409.18762638,1034.23468537,650.651392099
1.842,784.862146548,614.43575804,408.862000582,1033.67217193,650.286014329
1.844,784.398848489,614.066448091,408.536752304,1033.10997139,649.920889689
1.846,783.935844977,613.697541323,408.211881545,1032.54808374,649.556018177
1.848,783.473136011,613.329037736,407.887388305,1031.98650898,649.191399794
1.85,783.010721591,612.96093733,407.563272584,1031.42524711,648.82703454
1.852,782.548601718,612.593240104,407.239534383,1030.86429813,648.462922415
1.854,782.086776392,612.22594606,406.916173701,1030.30366204,648.099063418
1.856,781.625245612,611.859055196,406.593190539,1029.74333884,647.735457551
1.858,781.164009378,611.492567513,406.270584895,1029.18332854,647.372104812
1.86,780.703067691,611.126483011,405.948356771,1028.62363113,647.009005202
1.862,780.24242055,610.76080169,405.626506167,1028.0642466,646.646158721
1.864,779.782067956,610.39552355,405.305033081,1027.50517497,646.283565369
1.866,779.322009908,610.030648591,404.983937515,1026.94641623,645.921225145
1.868,778.862246407,609.666176812,404.663219468,1026.38797038,645.559138051
1.87,778.402777452,609.302108215,404.34287894,1025.82983742,645.197304085
1.872,777.943603044,608.938442798,404.022915932,1025.27201736,644.835723248
1.874,777.484723182,608.575180562,403.703330443,1024.71451018,644.47439554
1.876,777.026137867,608.212321507,403.384122473,1024.15731589,644.113320961
1.878,776.567847098,607.849865633,403.065292023,1023.6004345,643.75249951
1.88,776.109850875,607.48781294,402.746839092,1023.043866,643.391931189
1.882,775.652149199,607.126163427,402.42876368,1022.48761039,643.031615996
1.884,775.19474207,606.764917096,402.111065787,1021.93166767,642.671553932
1.886,774.737629487,606.404073945,401.793745414,1021.37603784,642.311744997
1.888,774.28081145,606.043633976,401.47680256,1020.8207209,641.95218919
1.89,773.82428796,605.683597187,401.160237225,1020.26571685,641.592886513
1.892,773.368059016,605.323963579,400.84404941,1019.7110257,641.233836964
1.894,772.912124619,604.964733152,400.528239114,1019.15664743,640.875040545
1.896,772.456484769,604.605905905,400.212806337,1018.60258206,640.516497254
1.898,772.001139464,604.24748184,399.897751079,1018.04882957,640.158207091
1.9,771.546088707,603.889460956,399.583073341,1017.49538998,639.800170058
1.902,771.091332495,603.531843252,399.268773122,1016.94226328,639.442386154
1.904,770.636870831,603.174628729,398.954850423,1016.38944947,639.084855378
1.906,770.182703712,602.817817387,398.641305242,1015.83694855,638.727577731
1.908,769.728831141,602.461409226,398.328137581,1015.28476053,638.370553213
1.91,769.275253115,602.105404246,398.015347439,1014.73288539,638.013781824
1.912,768.821969636,601.749802447,397.702934817,1014.18132315,637.657263564
1.914,768.368980704,601.394603829,397.390899714,1013.63007379,637.300998432
1.916,767.916286318,601.039808391,397.07924213,1013.07913733,636.94498643
1.918,767.463886478,600.685416135,396.767962065,1012.52851376,636.589227556
1.92,767.011781185,600.331427059,396.45705952,1011.97820308,636.233721811
1.922,766.559970439,599.977841164,396.146534494,1011.42820529,635.878469195
1.924,766.108454239,599.62465845,395.836386987,1010.87852039,635.523469708
1.926,765.657232585,599.271878917,395.526616999,1010.32914838,635.168723349
1.928,765.206305478,598.919502565,395.217224531,1009.78008927,634.814230119
1.93,764.755672918,598.567529393,394.908209582,1009.23134304,634.459990019
1.932,764.305334903,598.215959403,394.599572153,1008.68290971,634.106003047
1.934,763.855291436,597.864792593,394.291312243,1008.13478926,633.752269203
1.936,763.405542514,597.514028964,393.983429851,1007.58698171,633.398788489
1.938,762.95608814,597.163668517,393.67592498,1007.03948705,633.045560904
1.94,762.506928311,596.81371125,393.368797627,1006.49230528,632.692586447
1.942,762.05806303,596.464157163,393.062047794,1005.9454364,632.339865119
1.944,761.609492294,596.115006258,392.75567548,1005.39888042,631.98739692
1.946,761.161216105,595.766258534,392.449680686,1004.85263732,631.63518185
1.948,760.713234463,595.41791399,392.14406341,1004.30670712,631.283219909
1.95,760.265547367,595.069972628,391.838823654,1003.7610898,630.931511096
1.952,759.818154818,594.722434446,391.533961418,1003.21578538,630.580055412
1.954,759.371056815,594.375299445,391.2294767,1002.67079385,630.228852858
1.956,758.924253358,594.028567625,390.925369502,1002.12611521,629.877903432
1.958,758.477744448,593.682238986,390.621639823,1001.58174946,629.527207134
1.96,758.031530084,593.336313528,390.318287664,1001.0376966,629.176763966
1.962,757.585610267,592.99079125,390.015313024,1000.49395663,628.826573927
1.964,757.139984997,592.645672154,389.712715903,999.950529556,628.476637016
1.966,756.694654272,592.300956238,389.410496301,999.407415371,628.126953234
1.968,756.249618095,591.956643503,389.108654219,998.864614077,627.777522581
1.97,755.804876464,591.61273395,388.807189656,998.322125674,627.428345057
1.972,755.360429379,591.269227577,388.506102612,997.779950163,627.079420661
1.974,754.916276841,590.926124384,388.205393087,997.238087542,626.730749395
1.976,754.472418849,590.583424373,387.905061082,996.696537813,626.382331257
1.978,754.028855403,590.241127543,387.605106596,996.155300975,626.034166248
1.98,753.585586505,589.899233893,387.30552963,995.614377028,625.686254368
1.982,753.142612152,589.557743425,387.006330182,995.073765971,625.338595617
1.984,752.699932346,589.216656137,386.707508254,994.533467807,624.991189995
1.986,752.257547087,588.87597203,386.409063845,993.993482533,624.644037501
1.988,751.815456374,588.535691104,386.110996956,993.45381015,624.297138136
1.99,751.373660207,588.195813359,385.813307586,992.914450658,623.950491901
1.992,750.932158587,587.856338795,385.515995735,992.375404058,623.604098793
1.994,750.490951514,587.517267411,385.219061403,991.836670348,623.257958815
1.996,750.050038987,587.178599209,384.922504591,991.29824953,622.912071966
1.998,749.609421006,586.840334187,384.626325298,990.760141603,622.566438245
2.0,749.169097572,586.502472346,384.330523524,990.222346567,622.221057654
2.002,748.729068684,586.165013686,384.03509927,989.684864422,621.875930191
2.004,748.289334343,585.827958207,383.740052535,989.147695168,621.531055857
2.006,747.849894548,585.491305909,383.445383319,988.610838805,621.186434651
2.008,747.4107493,585.155056792,383.151091622,988.074295334,620.842066575
2.01,746.971898598,584.819210855,382.857177445,987.538064753,620.497951627
2.012,746.533342443,584.4837681,382.563640787,987.002147064,620.154089809
2.014,746.095080834,584.148728525,382.270481648,986.466542266,619.810481119
2.016,745.657113772,583.814092131,381.977700029,985.931250359,619.467125558
2.018,745.219441256,583.479858919,381.685295929,985.396271343,619.124023126
2.02,744.782063286,583.146028887,381.393269348,984.861605218,618.781173822
2.022,744.344979864,582.812602035,381.101620286,984.327251984,618.438577648
2.024,743.908190987,582.479578365,380.810348744,983.793211641,618.096234602
2.026,743.471696657,582.146957876,380.519454721,983.25948419,617.754144685
2.028,743.035496873,581.814740567,380.228938217,982.726069629,617.412307897
2.03,742.599591636,581.48292644,379.938799233,982.19296796,617.070724238
2.032,742.163980946,581.151515493,379.649037768,981.660179181,616.729393707
2.034,741.728664802,580.820507727,379.359653822,981.127703294,616.388316306
2.036,741.293643204,580.489903142,379.070647396,980.595540298,616.047492033
2.038,740.858916153,580.159701738,378.782018489,980.063690193,615.706920889
2.04,740.424483648,579.829903514,378.493767101,979.532152979,615.366602874
2.042,739.99034569,579.500508472,378.205893232,979.000928657,615.026537987
2.044,739.556502278,579.17151661,377.918396883,978.470017225,614.68672623
2.046,739.122953413,578.84292793,377.631278053,977.939418685,614.347167601
2.048,738.689699094,578.51474243,377.344536742,977.409133035,614.007862102
2.05,738.256739322,578.186960111,377.05817295,976.879160277,613.668809731
2.052,737.824074096,577.859580973,376.772186678,976.34950041,613.330010489
2.054,737.391703416,577.532605016,376.486577925,975.820153434,612.991464375
2.056,736.959627283,577.206032239,376.201346692,975.291119349,612.653171391
2.058,736.527845697,576.879862644,375.916492977,974.762398155,612.315131535
2.06,736.096358657,576.554096229,375.632016782,974.233989853,611.977344809
2.062,735.665166164,576.228732996,375.347918107,973.705894441,611.639811211
2.064,735.234268216,575.903772943,375.06419695,973.178111921,611.302530741
2.066,734.803664816,575.579216071,374.780853313,972.650642291,610.965503401
2.068,734.373355962,575.25506238,374.497887195,972.123485553,610.62872919
2.07,733.943341654,574.93131187,374.215298597,971.596641706,610.292208107
2.072,733.513621893,574.607964541,373.933087517,971.07011075,609.955940153
2.074,733.084196678,574.285020392,373.651253957,970.543892685,609.619925328
2.076,732.65506601,573.962479425,373.369797917,970.017987511,609.284163632
2.078,732.226229888,573.640341638,373.088719395,969.492395228,608.948655065
2.08,731.797688313,573.318607032,372.808018393,968.967115837,608.613399626
2.082,731.369441284,572.997275607,372.52769491,968.442149336,608.278397317
2.084,730.941488802,572.676347363,372.247748947,967.917495727,607.943648136
2.086,730.513830866,572.3558223,371.968180503,967.393155009,607.609152084
2.088,730.086467477,572.035700418,371.688989578,966.869127182,607.274909161
2.09,729.659398634,571.715981716,371.410176172,966.345412246,606.940919367
2.092,729.232624337,571.396666196,371.131740286,965.822010201,606.607182701
2.094,728.806144587,571.077753856,370.853681918,965.298921047,606.273699164
2.096,728.379959384,570.759244697,370.576001071,964.776144784,605.940468757
2.098,727.954068727,570.441138719,370.298697742,964.253681413,605.607491478
2.1,727.528472616,570.123435922,370.021771933,963.731530932,605.274767328
2.102,727.103171052,569.806136306,369.745223643,963.209693343,604.942296306
2.104,726.678164035,569.489239871,369.469052872,962.688168645,604.610078414
2.106,726.253451563,569.172746616,369.193259621,962.166956838,604.27811365
2.108,725.829033639,568.856656543,368.917843889,961.646057922,603.946402015
2.11,725.404910261,568.54096965,368.642805676,961.125471897,603.614943509
2.112,724.981081429,568.225685938,368.368144983,960.605198763,603.283738132
2.114,724.557547144,567.910805407,368.093861809,960.08523852,602.952785884
2.116,724.134307405,567.596328057,367.819956154,959.565591169,602.622086764
2.118,723.711362212,567.282253888,367.546428018,959.046256708,602.291640774
2.12,723.288711567,566.9685829,367.273277402,958.527235139,601.961447912
2.122,722.866355467,566.655315092,367.000504305,958.008526461,601.631508179
2.124,722.444293914,566.342450465,366.728108727,957.490130674,601.301821575
2.126,722.022526908,566.02998902,366.456090669,956.972047778,600.972388099
2.128,721.601054448,565.717930755,366.184450129,956.454277773,600.643207753
2.13,721.179876534,565.406275671,365.91318711,955.936820659,600.314280535
2.132,720.758993167,565.095023768,365.642301609,955.419676436,599.985606446
2.134,720.338404347,564.784175046,365.371793628,954.902845105,599.657185486
2.136,719.918110073,564.473729504,365.101663166,954.386326664,599.329017655
2.138,719.498110345,564.163687144,364.831910223,953.870121115,599.001102953
2.14,719.078405164,563.854047964,364.5625348,953.354228457,598.673441379
2.142,718.658994529,563.544811966,364.293536896,952.83864869,598.346032934
2.144,718.239878441,563.235979148,364.024916511,952.323381814,598.018877618
2.146,717.8210569,562.927549511,363.756673645,951.808427829,597.691975431
2.148,717.402529904,562.619523055,363.488808299,951.293786735,597.365326373
2.15,716.984297456,562.31189978,363.221320472,950.779458532,597.038930444
2.152,716.566359553,562.004679685,362.954210164,950.265443221,596.712787643
2.154,716.148716197,561.697862772,362.687477376,949.751740801,596.386897972
2.156,715.731367388,561.391449039,362.421122107,949.238351271,596.061261429
2.158,715.314313125,561.085438487,362.155144357,948.725274633,595.735878015
2.16,714.897553409,560.779831117,361.889544127,948.212510886,595.41074773
2.162,714.481088239,560.474626927,361.624321415,947.70006003,595.085870573
2.164,714.064917615,560.169825918,361.359476223,947.187922065,594.761246546
2.166,713.649041538,559.865428089,361.095008551,946.676096991,594.436875647
2.168,713.233460008,559.561433442,360.830918397,946.164584809,594.112757877
2.17,712.818173024,559.257841975,360.567205763,945.653385517,593.788893236
2.172,712.403180586,558.95465369,360.303870649,945.142499117,593.465281724
2.174,711.988482695,558.651868585,360.040913053,944.631925607,593.14192334
2.176,711.57407935,558.349486661,359.778332977,944.121664989,592.818818086
2.178,711.159970552,558.047507918,359.51613042,943.611717262,592.49596596
2.18,710.746156301,557.745932356,359.254305383,943.102082426,592.173366963
2.182,710.332636595,557.444759975,358.992857864,942.592760481,591.851021095
2.184,709.919411437,557.143990775,358.731787865,942.083751428,591.528928356
2.186,709.506480824,556.843624755,358.471095385,941.575055265,591.207088745
2.188,709.093844759,556.543661917,358.210780425,941.066671993,590.885502264
2.19,708.681503239,556.244102259,357.950842984,940.558601613,590.564168911
2.192,708.269456266,555.944945782,357.691283062,940.050844124,590.243088687
2.194,707.85770384,555.646192486,357.432100659,939.543399526,589.922261592
